Date,Price,Open,High,Low,Vol.,Change %
8/14/2017,283.21,282.23,284.6,282.02,25.09M,0.98
8/11/2017,280.47,281.26,282.04,279.08,27.06M,-0.36
8/10/2017,281.48,284.54,284.76,281.03,32.80M,-1.44
8/9/2017,285.6,285.68,286.48,284.47,22.23M,-0.32
8/8/2017,286.53,285.59,286.82,285.51,23.89M,0.26
8/4/2017,285.8,286.12,286.42,285.11,22.67M,0.38
8/3/2017,284.71,286.07,286.69,284.43,19.49M,-0.4
8/2/2017,285.86,284.99,286.14,284.91,18.42M,0.47
8/1/2017,284.52,284.85,285.06,282.13,18.31M,0.32
7/31/2017,283.61,282.84,284.45,282.84,19.31M,0.35
7/28/2017,282.61,281.89,282.93,280.61,16.33M,-0.32
7/27/2017,283.52,284.48,284.76,281.6,22.66M,-0.06
7/26/2017,283.69,285.82,286.15,283.33,20.72M,-0.6
7/25/2017,285.39,286.04,287.31,285.33,21.10M,0.19
7/24/2017,284.86,284.63,285.33,283.38,16.67M,-0.17
7/21/2017,285.34,286.04,286.08,284.17,24.39M,-0.49
7/20/2017,286.74,286.68,287.39,286.16,15.80M,0.2
7/19/2017,286.18,285.39,286.88,285.26,19.38M,0.45
7/18/2017,284.9,284.96,285.32,283.49,22.50M,-0.2
7/17/2017,285.47,286.27,286.55,285.22,18.48M,-0.33
7/14/2017,286.41,285.72,287,285.34,20.55M,0.01
7/13/2017,286.38,285.93,286.78,285.74,23.38M,0.19
7/12/2017,285.85,286.3,288.33,285.61,25.60M,0
7/11/2017,285.85,285.65,285.85,284.32,21.69M,0.07
7/10/2017,285.65,285.29,286.37,284.1,19.99M,0.11
7/7/2017,285.35,285.23,285.38,283.27,24.33M,0.02
7/6/2017,285.3,284.53,286.45,284.28,27.20M,-0.22
7/5/2017,285.93,284.24,286.98,282.94,24.84M,0.66
7/4/2017,284.06,284.69,285.29,282.72,10.26M,0.02
6/30/2017,284,285.44,285.79,282.5,27.29M,-0.39
6/29/2017,285.11,286.95,287.17,283.39,31.33M,-0.32
6/28/2017,286.02,284.01,286.18,283.99,26.82M,0.94
6/27/2017,283.35,283.18,284.08,282.24,25.82M,0.13
6/26/2017,282.98,284.01,285.19,281.99,24.59M,-0.16
6/23/2017,283.44,283.33,284.79,282.69,31.30M,0.16
6/22/2017,282.99,281.01,283.75,281.01,39.69M,0.64
6/21/2017,281.18,282.86,283.29,280.82,28.34M,-0.51
6/20/2017,282.61,283.57,284.1,282.35,23.20M,-0.46
6/19/2017,283.92,282.8,285.4,282.54,28.62M,0.83
6/16/2017,281.58,280.59,282.16,279.47,89.87M,0.2
6/15/2017,281.03,279.22,281.38,278.3,35.88M,0.29
6/14/2017,280.22,281.06,281.06,278.93,36.17M,-0.53
6/13/2017,281.7,282.83,282.83,280.55,35.28M,-0.2
6/12/2017,282.26,283.73,286.35,281.28,29.94M,-0.66
6/9/2017,284.14,281.39,284.63,281.39,39.35M,1.1
6/8/2017,281.04,278.54,281.26,278.31,39.10M,1
6/7/2017,278.25,277.82,279.35,277.09,35.05M,0.28
6/6/2017,277.47,277.89,278.16,277.03,30.58M,-0.56
6/5/2017,279.03,279.2,280.23,277.3,20.89M,-0.2
6/2/2017,279.6,279.38,280.16,278.54,24.27M,-0.09
6/1/2017,279.85,278.72,280.37,277.55,41.78M,0.71
5/31/2017,277.88,279.32,279.33,275.27,84.36M,-0.26
5/30/2017,278.61,279.38,280.14,278.2,23.84M,-0.34
5/29/2017,279.57,279.26,280.21,279,8.04M,0.22
5/26/2017,278.96,278.64,278.97,277.54,23.52M,0.19
5/25/2017,278.43,280.14,280.67,277.29,33.92M,0.33
5/24/2017,277.51,279.49,279.49,276.49,27.85M,-0.83
5/23/2017,279.83,279.52,280.22,278.7,46.44M,0.71
5/19/2017,277.86,276.37,278.17,276.27,29.16M,0.95
5/18/2017,275.24,273.31,276.82,272.02,43.12M,0.43
5/17/2017,274.06,277.63,277.63,273.62,49.74M,-1.91
5/16/2017,279.41,281.82,282.92,279.31,37.56M,-0.69
5/15/2017,281.36,279.83,282.09,279.83,37.54M,0.76
5/12/2017,279.24,279.87,280.68,278.03,35.64M,-0.5
5/11/2017,280.63,281.4,282.02,279.89,45.78M,-0.81
5/10/2017,282.91,281.65,283.08,281.05,44.59M,0.15
5/9/2017,282.49,285.15,285.89,282.16,39.37M,-0.88
5/8/2017,284.99,285.43,285.99,284.29,42.15M,0.24
5/5/2017,284.32,282.73,285.18,282.17,38.39M,0.87
5/4/2017,281.87,283.89,284.68,281.56,40.87M,-0.37
5/3/2017,282.93,282.79,283.94,281.79,44.00M,-0.16
5/2/2017,283.37,284,284.63,282.58,48.17M,-0.2
5/1/2017,283.94,284.69,285.25,283.69,44.13M,0.01
4/28/2017,283.91,283.25,285.65,282.51,44.01M,0.34
4/27/2017,282.94,287.53,287.53,281.53,75.20M,-1.65
4/26/2017,287.68,291.9,291.9,287.3,56.84M,-1.26
4/25/2017,291.36,291.09,292.97,291,51.69M,0.58
4/24/2017,289.67,288.22,290.35,288.22,43.79M,1.52
4/21/2017,285.34,285.97,286.98,285,28.69M,-0.46
4/20/2017,286.67,285.61,287.06,285.16,35.68M,0.56
4/19/2017,285.08,286.55,287.25,284.74,28.48M,-0.15
4/18/2017,285.5,286.26,286.37,283.74,29.60M,-0.48
4/17/2017,286.87,283.23,287.02,283.23,19.59M,1.42
4/13/2017,282.86,284.96,285.63,282.72,21.57M,-1
4/12/2017,285.71,287.23,287.55,285.37,25.51M,-0.83
4/11/2017,288.11,288.92,289.21,286.03,36.45M,-0.43
4/10/2017,289.36,289.41,290.1,288.67,24.08M,-0.09
4/7/2017,289.63,289.91,290.07,288.23,23.52M,-0.23
4/6/2017,290.3,289.71,291.38,289.16,21.43M,0.27
4/5/2017,289.52,291.87,292.45,289.47,29.55M,-0.38
4/4/2017,290.61,288.96,291.25,288.96,26.32M,0.18
4/3/2017,290.08,290.12,290.88,286.72,35.59M,0.29
3/31/2017,289.25,290.44,290.98,289.25,36.88M,-0.6
3/30/2017,290.99,292,292.62,289.72,22.40M,-0.25
3/29/2017,291.72,291.27,292.57,290.56,22.09M,0.19
3/28/2017,291.17,288.76,291.99,288.76,27.54M,0.9
3/27/2017,288.58,285.65,288.8,284.79,32.53M,0.13
3/24/2017,288.2,289.23,289.62,287.3,25.43M,-0.03
3/23/2017,288.29,285.59,289.21,285.44,28.47M,1
3/22/2017,285.44,284.5,285.99,282.88,34.19M,-0.24
3/21/2017,286.12,290.11,291.13,285.72,30.30M,-1.24
3/20/2017,289.72,290.89,291.3,289.07,23.36M,-0.51
3/17/2017,291.21,292.88,293.82,291.2,95.08M,-0.63
3/16/2017,293.05,291.98,294.23,291.98,26.84M,0.4
3/15/2017,291.88,293.54,294.2,291.19,28.76M,-0.47
3/14/2017,293.27,293.87,294.52,292.85,27.07M,-0.44
3/13/2017,294.57,292.84,295.41,292.84,41.86M,0.44
3/10/2017,293.27,297.04,297.06,291.82,52.40M,-1.09
3/9/2017,296.51,297.44,298.45,295.79,21.80M,-0.27
3/8/2017,297.32,298.97,299.74,296.97,25.06M,-0.17
3/7/2017,297.82,298.12,299.22,297.32,23.10M,-0.14
3/6/2017,298.23,295.65,298.37,294.72,23.47M,0.52
3/3/2017,296.7,294.65,297.03,294.65,27.10M,0.54
3/2/2017,295.1,296.04,296.23,294.03,36.16M,0.08
3/1/2017,294.87,294.5,295.56,292.82,35.91M,1.53
2/28/2017,290.44,292.87,293.96,290.44,41.86M,-0.67
2/27/2017,292.41,293.61,295.02,291.55,59.42M,-0.36
2/24/2017,293.46,296.5,296.75,292.58,33.19M,-1.41
2/23/2017,297.66,299.34,300.3,297.47,33.26M,-0.28
2/22/2017,298.49,298.4,299.8,297.78,39.62M,-0.1
2/21/2017,298.8,299.23,300.17,297.91,44.24M,0.12
2/17/2017,298.43,297.5,298.52,296.65,28.17M,0.04
2/16/2017,298.32,297.56,298.82,297.55,30.65M,-0.05
2/15/2017,298.46,296.68,298.49,296.55,27.61M,0.82
2/14/2017,296.02,294.93,296.61,294.36,24.35M,0.27
2/13/2017,295.23,295.32,296.12,295.12,30.49M,0.39
2/10/2017,294.08,293.28,294.6,292.88,26.09M,0.49
2/9/2017,292.65,290.99,293.1,290.83,31.16M,0.59
2/8/2017,290.93,289.61,291.01,288.15,26.53M,0.18
2/7/2017,290.41,289.35,290.57,289.22,20.97M,0.61
2/6/2017,288.64,288.35,289.92,287.6,18.33M,-0.02
2/3/2017,288.71,287.52,289.4,287.07,20.28M,0.8
2/2/2017,286.41,286.9,287.71,286.03,22.25M,-0.38
2/1/2017,287.51,288.5,289.07,286.54,19.54M,0.1
1/31/2017,287.23,287.63,288.72,285.31,28.68M,-0.53
1/30/2017,288.75,289.96,290.01,287.5,20.38M,-0.76
1/27/2017,290.97,291.57,292.09,290.34,16.66M,-0.17
1/26/2017,291.48,291.02,291.89,290.22,16.69M,0.37
1/25/2017,290.41,289.46,291.04,289.45,31.79M,0.74
1/24/2017,288.28,287.06,288.63,286.13,23.46M,0.2
1/23/2017,287.71,287.88,288.13,286.38,18.97M,-0.2
1/20/2017,288.3,286.07,288.5,286.07,25.83M,0.98
1/19/2017,285.5,285.37,286.16,284.96,19.67M,0.17
1/18/2017,285.01,285.33,285.41,283.52,27.45M,0.08
1/17/2017,284.79,286.16,286.19,284.5,22.28M,-0.69
1/16/2017,286.78,287.48,287.54,286.13,10.86M,-0.3
1/13/2017,287.64,287.01,288.68,286.88,25.78M,0.48
1/12/2017,286.28,286.82,286.82,284.8,29.72M,-0.54
1/11/2017,287.83,286.12,288,285.72,30.11M,0.73
1/10/2017,285.73,284.87,286.22,284.74,19.66M,0.36
1/9/2017,284.71,285.3,285.33,283.55,17.58M,-0.52
1/6/2017,286.19,286.69,286.77,285.67,20.81M,-0.24
1/5/2017,286.88,286.73,288.02,286.01,24.85M,0.05
1/4/2017,286.75,284.64,287.05,284.29,23.93M,0.88
1/3/2017,284.24,283.28,284.87,283.02,19.29M,0.83
12/30/2016,281.91,283.87,283.87,281.64,14.31M,-0.57
12/29/2016,283.54,284.21,284.98,282.6,12.65M,-0.4
12/28/2016,284.67,285.7,285.97,284,18.68M,-0.17
12/23/2016,285.15,285.84,285.94,285.12,12.59M,-0.2
12/22/2016,285.73,285.66,286.07,284.69,19.31M,-0.01
12/21/2016,285.75,285.5,285.79,285.2,16.51M,0.1
12/20/2016,285.47,285.26,286.45,285.26,23.11M,0.44
12/19/2016,284.23,284.43,284.8,283.98,23.35M,0.06
12/16/2016,284.07,285.54,285.64,283.77,104.15M,-0.16
12/15/2016,284.53,282.99,285.53,282.99,35.25M,0.75
12/14/2016,282.41,283.29,283.69,281.66,29.70M,-0.53
12/13/2016,283.91,282.77,284.63,282.77,25.70M,0.67
12/12/2016,282.03,282.24,282.79,281.83,24.67M,-0.3
12/9/2016,282.88,281.36,283.12,281.36,26.23M,0.7
12/8/2016,280.92,278.37,281.66,278.37,34.39M,1.02
12/7/2016,278.09,276,278.35,275.48,31.59M,0.83
12/6/2016,275.81,275.28,276.24,274.9,27.66M,0.73
12/5/2016,273.8,274.15,275.19,273.8,26.79M,0.14
12/2/2016,273.41,273.13,274.1,272.32,23.33M,0.02
12/1/2016,273.35,274.01,274.75,272.86,33.36M,0.05
11/30/2016,273.2,275.08,275.08,272.96,38.54M,-0.7
11/29/2016,275.12,274.56,275.58,274.56,23.64M,0.63
11/28/2016,273.41,274.81,275.6,272.85,24.75M,-0.69
11/25/2016,275.3,275.05,276.14,273.91,16.41M,0.28
11/24/2016,274.54,274.53,275.45,274.29,9.69M,-0.05
11/23/2016,274.68,273.4,275.29,273.33,25.86M,0.45
11/22/2016,273.46,273.25,274.48,272.52,33.61M,0.4
11/21/2016,272.38,270.67,272.79,270.64,28.01M,0.8
11/18/2016,270.23,268.52,270.5,268.39,24.52M,0.57
11/17/2016,268.71,266.07,269.23,265.96,31.29M,0.85
11/16/2016,266.45,265.95,266.66,265.43,28.26M,-0.21
11/15/2016,267.01,267.98,267.98,265.88,31.04M,-0.27
11/14/2016,267.72,266.63,267.86,266.32,38.78M,0.78
11/11/2016,265.64,266.46,267,264.05,30.85M,-0.43
11/10/2016,266.8,264.24,267.35,264.08,43.70M,1.91
11/9/2016,261.8,258.36,262.57,258.36,34.28M,0.55
11/8/2016,260.36,259.69,261.04,259.11,20.26M,0.21
11/7/2016,259.82,258.68,260.48,258.68,22.58M,1.35
11/4/2016,256.37,257.57,257.57,255.64,21.92M,-0.58
11/3/2016,257.86,257.73,258.97,257.08,20.82M,0.27
11/2/2016,257.17,258.38,258.65,256.75,21.58M,-0.79
11/1/2016,259.23,260.84,261.15,258.28,26.18M,-0.48
10/31/2016,260.48,260.03,261.42,259.71,21.47M,0.17
10/28/2016,260.05,260.73,261.28,259.55,24.53M,-0.42
10/27/2016,261.14,261.07,262.02,260.59,26.88M,0.22
10/26/2016,260.56,258.96,261.42,258.77,30.77M,0.36
10/25/2016,259.63,260.39,260.39,259.24,18.71M,-0.34
10/24/2016,260.52,260.33,260.77,259.69,18.81M,0.16
10/21/2016,260.11,258.34,260.66,258.34,21.05M,0.53
10/20/2016,258.73,258.11,259.18,257.81,23.93M,0.2
10/19/2016,258.22,257.82,258.9,257.35,21.64M,0.17
10/18/2016,257.77,256.58,258.28,256.48,28.60M,0.85
10/17/2016,255.61,255.53,256.27,255.09,14.84M,0.06
10/14/2016,255.45,256.62,257.53,255.25,24.24M,-0.1
10/13/2016,255.71,253.84,255.81,252.72,32.20M,0.18
10/12/2016,255.25,254.75,255.73,254.28,22.96M,0.22
10/11/2016,254.68,255.03,255.43,254.18,22.10M,-0.14
10/7/2016,255.04,254.9,255.31,253.91,25.60M,-0.17
10/6/2016,255.48,255.64,256.11,255,22.78M,0.04
10/5/2016,255.39,253.98,255.78,253.98,31.05M,0.49
10/4/2016,254.15,254.69,255.42,253.01,40.70M,-0.15
10/3/2016,254.54,254.78,255.3,253.69,16.79M,-0.18
9/30/2016,254.99,255.19,256.09,254.89,25.44M,-0.08
9/29/2016,255.19,255.78,256.64,254.58,19.00M,-0.19
9/28/2016,255.68,254.55,255.94,254.55,21.88M,0.72
9/27/2016,253.85,253.6,254.82,252.43,18.81M,-0.02
9/26/2016,253.9,254.04,254.31,253.34,16.72M,-0.61
9/23/2016,255.47,256.7,256.7,254.91,17.92M,-0.53
9/22/2016,256.82,256.03,257.34,256.03,19.40M,0.71
9/21/2016,255.02,254.49,255.2,253.86,22.16M,0.56
9/20/2016,253.59,253.5,253.9,252.77,17.89M,0.58
9/19/2016,252.14,252,253.59,251.61,18.11M,0.3
9/16/2016,251.38,252.49,252.49,250.74,52.44M,-0.54
9/15/2016,252.75,249.71,253.07,249.71,21.55M,1.33
9/14/2016,249.44,249.28,250.55,249.02,16.64M,-0.1
9/13/2016,249.68,250.37,250.37,248.71,24.46M,-0.89
9/12/2016,251.92,251.28,252.16,250.49,18.58M,-0.17
9/9/2016,252.35,252.83,253.48,251.32,20.85M,-0.44
9/8/2016,253.46,253.83,254,253.11,15.61M,-0.26
9/7/2016,254.12,254.06,254.24,253.02,16.28M,-0.04
9/6/2016,254.23,254.97,254.97,253.01,19.05M,-0.2
9/2/2016,254.74,254.39,256.32,254.39,19.02M,0.17
9/1/2016,254.31,253.65,254.88,252.94,19.51M,0.13
8/31/2016,253.98,255.17,255.55,252.76,28.53M,-0.51
8/30/2016,255.29,254.11,255.52,254.11,22.34M,0.74
8/29/2016,253.41,252.41,253.46,252.19,18.31M,0.48
8/26/2016,252.19,251.5,252.94,251.45,19.04M,0.22
8/25/2016,251.63,251.59,251.83,250.84,22.47M,0.04
8/24/2016,251.54,251.58,251.8,250.98,20.93M,0.38
8/23/2016,250.6,249.52,250.87,249.52,23.51M,0.8
8/22/2016,248.61,247.58,248.61,246.65,17.52M,0.26
8/19/2016,247.97,246.98,247.97,246.03,15.50M,0.46
8/18/2016,246.84,247.63,247.63,246.45,13.84M,-0.46
8/17/2016,247.98,247.55,248.14,247.04,13.65M,0.23
8/16/2016,247.42,248.14,248.14,247.28,15.47M,-0.46
8/15/2016,248.56,248.75,248.97,248,12.94M,0.08
8/12/2016,248.36,249.18,249.18,247.42,20.65M,-0.41
8/11/2016,249.39,249.42,249.93,249.17,16.89M,0.1
8/10/2016,249.14,249.8,250.18,248.67,15.36M,-0.29
8/9/2016,249.86,249.07,250.51,249.07,17.78M,0.39
8/8/2016,248.9,247.75,249.18,247.75,18.43M,0.48
8/5/2016,247.7,245.57,247.7,245.57,23.13M,1.14
8/4/2016,244.92,246.22,246.22,243.89,25.81M,-0.54
8/3/2016,246.25,245.79,246.91,245.7,17.41M,0.27
8/2/2016,245.58,247.79,247.79,245.24,18.35M,-1.15
7/29/2016,248.44,248.59,249.29,247.66,17.02M,-0.24
7/28/2016,249.04,249.01,249.59,247.42,19.61M,-0.01
7/27/2016,249.06,250.34,250.71,248.33,17.79M,-0.59
7/26/2016,250.55,249.81,251.27,249.62,25.34M,0.23
7/25/2016,249.97,250.16,250.59,249.39,14.44M,-0.06
7/22/2016,250.13,249.62,250.29,249.08,13.76M,0.28
7/21/2016,249.42,250.15,250.39,249.36,13.14M,-0.29
7/20/2016,250.15,248.63,250.3,248.63,16.64M,0.7
7/19/2016,248.4,248.54,248.64,247.69,13.82M,-0.02
7/18/2016,248.46,248.62,249.16,248.28,14.52M,0.09
7/15/2016,248.24,248.24,248.62,247.97,14.71M,0.27
7/14/2016,247.57,247.72,248.71,247.57,36.41M,0.36
7/13/2016,246.67,246.47,247.14,245.41,20.23M,0.11
7/12/2016,246.41,243.91,246.53,243.91,22.48M,1.24
7/11/2016,243.39,241.81,244.52,241.81,22.36M,0.81
7/8/2016,241.43,240.26,243.62,240.26,21.80M,0.63
7/7/2016,239.92,240.41,241.2,239.16,17.80M,-0.18
7/6/2016,240.35,241.77,241.77,238.34,27.43M,-0.68
7/5/2016,242,242.65,243.23,240.82,25.37M,-0.47
7/4/2016,243.14,242.85,243.71,242.85,9.62M,0.69
6/30/2016,241.48,242.75,242.75,240.03,34.53M,-0.27
6/29/2016,242.14,241.59,242.45,240.59,29.19M,0.85
6/28/2016,240.1,237.32,240.64,237.32,29.69M,1.41
6/27/2016,236.75,241.38,241.38,235.77,42.91M,-2.11
6/24/2016,241.86,247.38,247.38,240.22,36.56M,-2.97
6/23/2016,249.26,248.58,249.76,248.58,20.25M,0.98
6/22/2016,246.83,247.73,249.09,246.66,18.79M,-0.21
6/21/2016,247.34,246.63,248.05,245.78,21.08M,0.68
6/20/2016,245.68,244.33,247.58,244.33,26.43M,0.71
6/17/2016,243.94,243.99,245.32,243.7,79.65M,0.01
6/16/2016,243.92,242.79,244.12,241.02,22.90M,0.13
6/15/2016,243.61,244.54,245.22,243.57,20.18M,-0.18
6/14/2016,244.06,246.31,246.53,243.71,21.36M,-1.04
6/13/2016,246.63,247.22,247.8,246,18.70M,-0.46
6/10/2016,247.78,250.27,250.27,246.89,19.88M,-1.03
6/9/2016,250.37,251.39,251.39,249.54,17.91M,-0.75
6/8/2016,252.25,252.91,253.5,251.61,24.35M,-0.12
6/7/2016,252.56,250.74,252.82,250.74,22.29M,0.77
6/6/2016,250.63,250.41,251.75,250.41,19.36M,0.18
6/3/2016,250.17,250.47,250.71,248.09,20.65M,-0.39
6/2/2016,251.14,249.87,251.39,249.2,17.10M,0.46
6/1/2016,250,248.75,250.06,246.73,18.94M,0.18
5/31/2016,249.55,251.85,252.47,249.55,40.84M,-0.97
5/30/2016,252,252.87,253.06,251.73,7.65M,-0.15
5/27/2016,252.37,250.91,252.64,250.91,20.49M,0.58
5/26/2016,250.91,252.37,252.85,250.7,25.89M,-0.01
5/25/2016,250.93,249.2,251.82,249.2,23.94M,0.75
5/24/2016,249.07,246.42,249.82,246.42,24.28M,1.21
5/20/2016,246.1,245.38,246.88,245.38,20.57M,0.57
5/19/2016,244.7,245.34,245.49,242.82,26.91M,-0.52
5/18/2016,245.97,243.3,245.97,242.76,23.65M,1.03
5/17/2016,243.46,243.69,244.35,242.8,19.13M,-0.14
5/16/2016,243.81,243.07,245.04,243.04,15.72M,0.28
5/13/2016,243.12,243.62,244.65,242.43,16.67M,-0.42
5/12/2016,244.14,243.78,244.43,241.4,20.09M,0.52
5/11/2016,242.87,242.29,244.32,241.92,18.14M,0.17
5/10/2016,242.46,240.06,243.35,240.06,21.92M,1.14
5/9/2016,239.73,240.52,240.81,239.09,17.82M,-0.39
5/6/2016,240.67,240.14,241.4,238.89,21.09M,0.03
5/5/2016,240.59,241.41,242.21,239.95,23.52M,-0.31
5/4/2016,241.35,241.89,242.6,239.82,21.95M,-0.6
5/3/2016,242.8,246.06,246.06,240.88,29.01M,-1.47
5/2/2016,246.42,247.68,247.75,245.38,13.51M,-0.42
4/29/2016,247.46,246.91,248.4,246.43,18.30M,0.08
4/28/2016,247.27,248.1,248.1,245.78,21.01M,-0.47
4/27/2016,248.43,247.91,248.81,247.56,15.64M,0.31
4/26/2016,247.66,247.28,248.86,247.28,17.13M,0.2
4/25/2016,247.16,247.79,247.79,245.94,13.68M,-0.37
4/22/2016,248.07,247.84,248.74,247.68,16.32M,0.1
4/21/2016,247.83,248.39,248.49,247.1,21.80M,-0.48
4/20/2016,249.03,247.08,249.28,246.93,26.73M,0.86
4/19/2016,246.91,245.59,247.1,245.25,23.01M,0.66
4/18/2016,245.29,244.11,245.54,243.42,24.43M,0.15
4/15/2016,244.92,244.64,245.05,243.91,17.32M,-0.06
4/14/2016,245.06,243.52,245.8,243.52,18.92M,0.67
4/13/2016,243.43,241.41,243.92,241.41,23.77M,1.2
4/12/2016,240.54,238.3,241.66,238.08,24.11M,1.19
4/11/2016,237.71,238.17,239.86,237.69,16.87M,-0.09
4/8/2016,237.92,236.47,238.87,236.47,23.19M,0.99
4/7/2016,235.59,237.42,237.42,234.74,23.99M,-1.3
4/6/2016,238.69,239.12,239.51,236.75,23.27M,-0.35
4/5/2016,239.53,239.97,239.98,237.96,18.26M,-0.54
4/4/2016,240.84,241.99,242.2,240.24,16.71M,-0.36
4/1/2016,241.71,241.14,241.71,238.79,17.54M,-0.1
3/31/2016,241.96,242.31,243.33,241.57,23.92M,-0.23
3/30/2016,242.51,241.54,243.43,241.14,17.85M,0.79
3/29/2016,240.6,240.7,240.97,238.32,20.20M,-0.17
3/28/2016,241.02,239.48,241.36,238.63,16.23M,0.82
3/24/2016,239.05,240.15,240.15,237.54,22.33M,-0.98
3/23/2016,241.42,242.65,242.65,240.46,18.26M,-0.14
3/22/2016,241.75,241.98,243.13,241.26,21.16M,-0.59
3/21/2016,243.18,242.38,243.84,241.3,18.85M,0.45
3/18/2016,242.08,243.79,244.24,241.56,65.06M,-0.72
3/17/2016,243.83,240.26,244.23,239.99,30.86M,1.58
3/16/2016,240.04,240.34,242.07,238.82,22.67M,-0.1
3/15/2016,240.28,238.89,240.28,238.18,22.43M,0.29
3/14/2016,239.58,239.85,240.4,238.93,20.17M,-0.1
3/11/2016,239.82,237.75,239.89,237.35,23.61M,1.43
3/10/2016,236.44,237.62,239.02,235,23.24M,-0.23
3/9/2016,236.99,236.13,238.1,236.13,28.56M,0.55
3/8/2016,235.7,233.88,236.27,233.01,27.65M,0.57
3/7/2016,234.36,232.18,234.98,231.62,26.41M,0.88
3/4/2016,232.31,231.28,232.61,230.48,25.93M,0.59
3/3/2016,230.95,230.11,231.95,229.48,26.54M,0.67
3/2/2016,229.42,230.26,231.24,226.88,27.11M,-0.39
3/1/2016,230.31,225.94,230.35,225.94,30.64M,2.17
2/29/2016,225.41,224.71,226.1,223.35,27.72M,0.55
2/26/2016,224.18,224.11,225.6,222.78,22.30M,0.84
2/25/2016,222.32,221.84,222.74,220.55,22.83M,0.67
2/24/2016,220.83,223.09,223.09,215.02,37.79M,-1.62
2/23/2016,224.46,226.78,228.73,223.66,27.62M,-0.93
2/22/2016,226.57,229.37,230.35,226.39,27.77M,-0.51
2/19/2016,227.74,227.53,227.94,224.6,26.61M,-0.49
2/18/2016,228.87,229.09,229.68,226.57,27.04M,0.13
2/17/2016,228.57,224.66,228.72,224.66,34.35M,2.39
2/16/2016,223.23,219.95,223.44,218.84,32.70M,2.11
2/12/2016,218.62,211.11,218.62,211.11,31.20M,3.59
2/11/2016,211.04,215.25,215.25,209.01,47.24M,-1.95
2/10/2016,215.24,219.73,221.55,214.88,30.88M,-1.39
2/9/2016,218.28,222.4,222.4,215.63,34.30M,-2.37
2/8/2016,223.57,227,227,222.43,26.58M,-2.02
2/5/2016,228.17,228.34,229.5,227.37,19.51M,-0.19
2/4/2016,228.6,225.78,229.48,225.78,24.31M,1.23
2/3/2016,225.82,226.36,227.08,222.5,25.25M,0.15
2/2/2016,225.48,229.2,229.2,223.92,26.14M,-1.62
2/1/2016,229.2,231.06,231.06,227.92,19.40M,-1.35
1/29/2016,232.34,229.64,232.34,226.82,36.60M,1.53
1/28/2016,228.84,224.55,228.94,223.68,31.60M,2.46
1/27/2016,223.35,220.51,225.15,220.21,25.79M,1.32
1/26/2016,220.45,219.21,221.28,218.72,20.49M,0.97
1/25/2016,218.34,224.21,224.21,218.11,20.78M,-2.64
1/22/2016,224.26,219.98,224.26,219.98,30.79M,3.09
1/21/2016,217.54,214.32,218.21,214,28.24M,1.54
1/20/2016,214.25,216.99,216.99,210.97,38.21M,-1.78
1/19/2016,218.14,216.6,220.11,216.6,32.85M,1.2
1/18/2016,215.55,216.02,217.42,215.16,10.90M,-0.51
1/15/2016,216.66,221.06,221.06,215.66,47.90M,-2.85
1/14/2016,223.02,221.6,223.44,218.65,35.14M,0.69
1/13/2016,221.5,226.78,227.54,221.25,31.11M,-2.11
1/12/2016,226.28,226.32,227.85,223.58,26.01M,0.61
1/11/2016,224.91,225.35,225.92,223.33,22.67M,0.06
1/8/2016,224.77,225.95,227.05,224.59,27.93M,0.07
1/7/2016,224.62,228.65,228.65,224.62,32.52M,-2.15
1/6/2016,229.56,232.71,232.71,229.36,26.20M,-1.78
1/5/2016,233.72,233.93,235.09,232.31,21.48M,-0.04
1/4/2016,233.82,234.14,234.14,230.45,22.61M,-0.98
12/31/2015,236.13,239.02,239.02,235.77,14.81M,-1.68
12/30/2015,240.16,241.42,241.64,239.26,11.28M,-0.58
12/29/2015,241.55,240.8,241.95,240.41,11.98M,0.45
12/24/2015,240.47,239.13,241.1,239.08,6.93M,0.5
12/23/2015,239.28,238.12,239.58,237.14,16.22M,0.85
12/22/2015,237.26,237.55,237.82,234.58,18.06M,-0.07
12/21/2015,237.42,236.79,239.11,235.97,22.20M,0.32
12/18/2015,236.66,237.57,238.37,236.34,62.78M,-0.83
12/17/2015,238.64,239.69,241.05,237.51,28.08M,-0.39
12/16/2015,239.58,236.91,239.99,236.35,28.39M,1.54
12/15/2015,235.95,233.28,236.27,233.28,23.23M,1.43
12/14/2015,232.62,233.79,234.95,231.03,27.49M,-0.48
12/11/2015,233.75,237,237,233.34,27.37M,-1.69
12/10/2015,237.77,237.42,239.91,236.78,28.68M,0.12
12/9/2015,237.48,236.82,240.86,236.82,27.57M,0.19
12/8/2015,237.03,238.86,238.86,236.5,27.15M,-1.49
12/7/2015,240.62,244.56,244.56,239.29,24.85M,-1.78
12/4/2015,244.97,243.67,245.31,242.41,21.43M,0.53
12/3/2015,243.69,247.39,247.61,242.97,24.11M,-1.2
12/2/2015,246.66,247.51,248.32,246.24,27.33M,-0.29
12/1/2015,247.37,245.23,248.1,244.69,30.13M,1.03
11/30/2015,244.84,244.07,245.68,243.83,39.48M,0.37
11/27/2015,243.94,243.63,244.1,242.76,10.28M,0.1
11/26/2015,243.7,242.93,243.96,242.92,6.52M,0.31
11/25/2015,242.94,243.75,244.39,242.74,24.67M,-0.14
11/24/2015,243.28,243.1,244.57,242.44,23.41M,-0.14
